CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
"05037","05","037",Villa Unión,"1827",Fuerte de San Pedro de Gigedo,Historia,2007-01-01,Particular,"5",Coahuila de Zaragoza,"37",Villa Unión,"1",Villa Unión,Jiménez Norte 1202 Nte.,Centro,"26600",(662) 100 81 95,,https://www.facebook.com/FuerteDeSanPedroDeGigedo/,casafuerte1749@hotmail.com,,-100.73398,28.23153,http://sic.gob.mx/ficha.php?table=museo&table_id=1827,2018-11-15 06:28:29-06
"05038","05","038",Zaragoza,"1678",Museo del Centro Cultural Ernesto Julio Teissier Flores,Historia,2005-11-24,Ayuntamiento de Zaragoza,"5",Coahuila de Zaragoza,"38",Zaragoza,"1",Zaragoza,Venustiano Carranza 304,Centro,"26450",(862) 626 10 39,,,ccejulioteissier@hotmail.com,,-100.92317,28.49421,http://sic.gob.mx/ficha.php?table=museo&table_id=1678,2021-01-12 10:23:14-06
"06001","06","001",Armería,"534",Museo Comunitario de la Sal,Ciencia y tecnología,1996-02-01,Secretaría de Cultura del Gobierno del Estado de Colima/ Ayuntamiento de Armería/ Sociedad Cooperativa de Salineros de Colima,"6",Colima,"1",Armería,"1",Ciudad de Armería,Juárez s/n,Centro,"28350",(313) 326 40 14,http://culturacolima.gob.mx/v2/museo-de-la-sal/,,,,-104.06924,18.9211,http://sic.gob.mx/ficha.php?table=museo&table_id=534,2019-01-28 07:03:12-06
"06002","06","002",Colima,"1312",Museo de Ciencia y Tecnología Xoloitzcuintle,Ciencia y tecnología,2009-11-01,Secretaría de Cultura del Gobierno del Estado de Colima,"6",Colima,"2",Colima,"1",Colima,Calz. Galván Nte. s/n,Centro,"28000",(312) 314 15 33,http://culturacolima.gob.mx/v2/xoloitzcuintle-ciencia-y-tecnologia/,,leomaciel@yahoo.com,,-103.71294,19.24347,http://sic.gob.mx/ficha.php?table=museo&table_id=1312,2017-03-10 12:48:31-06
"06002","06","002",Colima,"81",Museo Universitario de Artes Populares María Teresa Pomar,Arte,1000-01-01,Universidad de Colima,"6",Colima,"2",Colima,"1",Colima,Manuel Gallardo Zamora 99,Centro,"28000",(312) 312 22 28,http://www.ucol.mx/alumnos/museos.htm,https://www.facebook.com/pages/Museo-de-Artes-Populares-Mar%C3%ADa-Teresa-Pomar/301520356631754,,,-103.72216,19.24859,http://sic.gob.mx/ficha.php?table=museo&table_id=81,2018-09-11 07:01:38-05
"06002","06","002",Colima,"1543",Museo Griselda Álvarez,Historia,2009-01-10,Secretaría de Cultura del Gobierno del Estado de Colima/Parque Regiona,"6",Colima,"2",Colima,"1",Colima,Degollado s/n,Centro,"28000",(312) 3130608,http://culturacolima.gob.mx/v2/griselda-alvarez/,,museogriseldaalvarez@gmail.com,MUSEOSCOLIMA,-103.73434,19.23809,http://sic.gob.mx/ficha.php?table=museo&table_id=1543,2021-01-20 03:33:36-06
"06002","06","002",Colima,"962",Museo Regional de Historia de Colima,Historia,1988-11-01,Secretaría de Cultura/INAH,"6",Colima,"2",Colima,"1",Colima,Portal Morelos 1 esq. Reforma,Centro,"28000",(312) 312 92 28,,http://www.inah.gob.mx/es/red-de-museos/245-museo-regional-de-historia-de-colima,"museocolima@hotmail.com; fernando_rodriguez@inah.gob.mx",,-103.72854,19.24285,http://sic.gob.mx/ficha.php?table=museo&table_id=962,2020-02-26 11:21:20-06
"06002","06","002",Colima,"961",Pinacoteca Universitaria,Arte,1996-01-01,Universidad de Colima,"6",Colima,"2",Colima,"1",Colima,Vicente Guerrero 35,Centro,"28000",(312) 314 33 06,https://portal.ucol.mx/dgpc/Pinacoteca-Universitaria.htm,,pinacoteca@ucol.mx,,-103.72653,19.24472,http://sic.gob.mx/ficha.php?table=museo&table_id=961,2021-07-20 04:03:27-05
"06002","06","002",Colima,"1492",Museo Fernando del Paso,Arte,2011-05-28,Universidad de Colima,"6",Colima,"2",Colima,"1",Colima,Calle 27 de Septiembre 119,Centro,"28000",312 316 10 00,https://www.facebook.com/FernandoDelPasoMUSEO?fref=ts,http://www.ucol.mx/alumnos/museos.htm,karminabenavides@hotmail.com,,-103.72332,19.24264,http://sic.gob.mx/ficha.php?table=museo&table_id=1492,2020-06-11 11:04:17-05
"06002","06","002",Colima,"252",Museo de las Culturas de Occidente María Ahumada de Gómez,Arqueología,1980-12-01,Secretaría de Cultura del Gobierno del Estado de Colima,"6",Colima,"2",Colima,"1",Colima,Calz. Galván Nte. s/n,Centro,"28000","(312) 313 06 08,  330 71 92",https://www.facebook.com/profile.php?id=100011077938940&fref=ts,http://culturacolima.gob.mx/v2/ma-ahumada-de-gomez/,contacto@colima.gob.mx,,-103.71439,19.24297,http://sic.gob.mx/ficha.php?table=museo&table_id=252,2018-09-26 06:30:44-05
"06003","06","003",Comala,"404",Museo Nacional de la Escultura Sebastián,Arte,2005-08-01,Secretaría de Cultura del Gobierno del Estado de Colima/Centro Estatal de las Artes,"6",Colima,"3",Comala,"1",Comala, Km 5.5 de la Carr. Villa de Álvarez-Comala,,"28450",(312) 313 99 68,,http://culturacolima.gob.mx/v2/sebastian/,info@culturacolima.gob.mx,,-103.75967,19.31624,http://sic.gob.mx/ficha.php?table=museo&table_id=404,2018-11-20 06:11:29-06
"06003","06","003",Comala,"1067",Museo Universitario Alejandro Rangel (MUARH),Arqueología,1996-10-16,Universidad de Colima,"6",Colima,"3",Comala,"23",Nogueras,Ex Hacienda de Nogueras s/n,Col. Nogueras,"28454",(312) 315 60 28,,,museoalejandrorangelhidalgo@gmail.com,,-103.73995,19.32344,http://sic.gob.mx/ficha.php?table=museo&table_id=1067,2020-10-12 07:15:22-05
"06004","06","004",Coquimatlán,"1545",Museo Comunitario de Coquimatlán Ramón Navarro Osorio,Arte,1000-01-01,Secretaría de Cultura del Gobierno del Estado de Colima,"6",Colima,"4",Coquimatlán,"1",Coquimatlán,Independencia 74,Centro,"28400",(312) 323 04 75,,http://culturacolima.gob.mx/v2/ramon-navarro-osorio/,yadira_nokia@hotmail.com,,-103.81122,19.2023,http://sic.gob.mx/ficha.php?table=museo&table_id=1545,2017-03-10 12:29:11-06
"06005","06","005",Cuauhtémoc,"1456",Museo de la Caña y del Azúcar ,Historia,1000-01-01,Secretaría de Cultura del Gobierno del Estado de Colima,"6",Colima,"5",Cuauhtémoc,"18",Quesería,Av. 20 de Noviembre s/n,Centro,"28510",(312) 395 20 67,,http://culturacolima.gob.mx/v2/museo-de-la-cana-y-el-azucar/,,,-103.57496,19.38449,http://sic.gob.mx/ficha.php?table=museo&table_id=1456,2018-02-01 12:59:17-06
"06006","06","006",Ixtlahuacán,"1062",Museo Comunitario de Ixtlahuacán,Arqueología,1995-05-17,Ayuntamiento de Ixtlahucán,"6",Colima,"6",Ixtlahuacán,"1",Ixtlahuacán,México 2 esq. Niño Artillero,Centro,"28700","313 324 90 72, 313 324 90 32",,http://www.ixtlahuacan.com/museo.htm,dmec_ixtlahuacan@outlook.com,,-103.73583,18.99778,http://sic.gob.mx/ficha.php?table=museo&table_id=1062,2021-05-05 08:28:04-05
"06009","06","009",Tecomán,"861",Museo Arqueológico Caxitlán,Arqueología,2003-07-25,Secretaría de Cultura del Gobierno del Estado de Colima,"6",Colima,"9",Tecomán,"1",Tecomán,Av. Insurgentes 1000,Col. Tepeyac,"28110",(313) 324 28 47,,http://culturacolima.gob.mx/v2/caxitlan/," bomborucha1@gmail.com; bomborucha_17hotmail.com",,-103.88423,18.9262,http://sic.gob.mx/ficha.php?table=museo&table_id=861,2017-03-10 12:20:40-06
"07009","07","009",Arriaga,"1501",Museo del Ferrocarril,Historia,2005-01-01,Ayuntamiento de Arriaga,"7",Chiapas,"9",Arriaga,"1",Arriaga,2a. Av. Oriente,Centro,"30450",(966) 662 27 78,,,"acuario_8570@hotmail.com; casamuseo@live.com.mx",,-93.89906,16.23509,http://sic.gob.mx/ficha.php?table=museo&table_id=1501,2019-08-22 06:17:49-05
"07019","07","019",Comitán de Domínguez,"132",Casa Museo Dr. Belisario Domínguez Palencia,Historia,1985-04-25,Consejo Estatal para las Culturas y las Artes de Chiapas,"7",Chiapas,"19",Comitán de Domínguez,"1",Comitán de Domínguez,Av. Dr. Belisario Domínguez Sur núm. 35,Centro,"30000",(963) 632 13 00,http://conecultachiapas.gob.mx/museos/belisariodominguez/,,casamuseobelisario@conecultachiapas.gob.mx,,-92.13533,16.25105,http://sic.gob.mx/ficha.php?table=museo&table_id=132,2021-06-10 05:15:00-05
"07019","07","019",Comitán de Domínguez,"2034",Museo Rosario Castellanos,,2017-11-01,,"7",Chiapas,"19",Comitán de Domínguez,"1",Comitán de Domínguez,3a. Calle Sur Oriente núm. 8,Centro Histórico,"30000",(963)  632 80 51,,,,,-92.13357,16.25127,http://sic.gob.mx/ficha.php?table=museo&table_id=2034,2019-08-22 07:02:59-05
"07019","07","019",Comitán de Domínguez,"940",Museo Arqueológico de Comitán,Arqueología,1993-08-01,Secretaría de Cultura/INAH,"7",Chiapas,"19",Comitán de Domínguez,"1",Comitán de Domínguez,1a. Calle Sur Oriente esq. 2a. Av. Oriente Sur s/n,Centro,"30000",(963) 632 57 60,http://www.inah.gob.mx/es/red-de-museos/237-museo-arqueologico-de-comitan,,guillen_12869@hotmail.com,,-92.13447,16.25276,http://sic.gob.mx/ficha.php?table=museo&table_id=940,2020-02-12 05:52:03-06
"07019","07","019",Comitán de Domínguez,"130",Museo de Arte Hermila Domínguez de Castellanos,Arte,1988-08-28,Consejo Estatal para la Cultura y las Artes de Chiapas,"7",Chiapas,"19",Comitán de Domínguez,"1",Comitán de Domínguez,Av. Central Sur 51,Centro,"30000",(963) 632 20 82,https://www.conecultachiapas.gob.mx/Museos?option=5,http://www.turismochiapas.gob.mx/sectur/museo-de-arte-hermila-domnguez, museohermila@conecultachiapas.gob.mx,,-92.13229,16.25201,http://sic.gob.mx/ficha.php?table=museo&table_id=130,2021-01-19 06:10:55-06
"07019","07","019",Comitán de Domínguez,"1750",Zona Arqueológica de Tenam Puente,Arqueología,2008-12-01,Secretaría de Cultura/INAH,"7",Chiapas,"19",Comitán de Domínguez,"53",Francisco Sarabia,Carr. Comitán Trinitaria ,Col. Francisco Sarabia,"30001",963 632 5760,http://www.inah.gob.mx/red-de-museos/291-sala-introductoria-al-sitio-de-tenam-puente,,"direccion.chis@inah.gob.mx, trinidad_figueroa@inah.gob.mx",,-92.1049,16.14152,http://sic.gob.mx/ficha.php?table=museo&table_id=1750,2020-02-24 05:52:03-06
"07027","07","027",Chiapa de Corzo,"860",Museo de la Laca ,Arte,1952-01-01,Consejo Estatal para la Cultura y las Artes de Chiapas ,"7",Chiapas,"27",Chiapa de Corzo,"1",Chiapa de Corzo,Av. Mexicanidad Chiapaneca 10,Centro,"29160",(961) 616 00 55,,,exconvento@coneculta.gob.mx,,-93.01683,16.70586,http://sic.gob.mx/ficha.php?table=museo&table_id=860,2020-11-26 02:04:25-06
"07027","07","027",Chiapa de Corzo,"80",Casa Museo de la Marimba Nandayapa,Arte,1917-01-01,Particular,"7",Chiapas,"27",Chiapa de Corzo,"1",Chiapa de Corzo,Av. Independencia 36,Barrio de San Miguel,"29160",(961) 616 0012,,,cnandayapa@yahoo.com,,-93.01582,16.7046,http://sic.gob.mx/ficha.php?table=museo&table_id=80,2019-10-31 07:26:06-06
"07027","07","027",Chiapa de Corzo,"859",Museo Franco Lázaro Gómez,Arte,1994-11-01,Consejo Estatal para la Cultura y las Artes de Chiapas/Centro Cultural Ex Convento de Santo Domingo,"7",Chiapas,"27",Chiapa de Corzo,"1",Chiapa de Corzo,Av. Mexicanidad Chiapaneca 10,Centro,"29160",(961) 616 00 55,,,exconvento@conecultachiapas.gob.mx,,-93.01561,16.70877,http://sic.gob.mx/ficha.php?table=museo&table_id=859,2019-08-22 06:40:49-05
"07027","07","027",Chiapa de Corzo,"69",Casa Museo Ángel Albino Corzo,Historia,2001-09-01,Patronato de la Casa Museo Ángel Albino Corzo,"7",Chiapas,"27",Chiapa de Corzo,"1",Chiapa de Corzo,Av. Ignacio Zaragoza s/n,Centro,"29160",(961) 616 00 12,https://casamuseo-angel-albino-corzo-org.es.tl/,http://www.turismochiapas.gob.mx/sectur/casa-museo-ngel-albino-corzo-,,,-93.01724,16.70935,http://sic.gob.mx/ficha.php?table=museo&table_id=69,2021-06-10 05:11:09-05
"07059","07","059",Ocosingo,"888",Museo Comunitario Frontera Corozal,TND,1976-12-31,Consejo Estatal para las Culturas y las Artes de Chiapas,"7",Chiapas,"59",Ocosingo,"1",Ocosingo,Domicilio conocido s/n,Centro,"29950",,,,informacion@conecultachiapas.gob.mx,,-92.09611,16.90722,http://sic.gob.mx/ficha.php?table=museo&table_id=888,2017-11-28 13:17:33-06
"07059","07","059",Ocosingo,"938",Museo de Sitio de Toniná,Arqueología,2000-07-01,Secretaría de Cultura/INAH,"7",Chiapas,"59",Ocosingo,"1",Ocosingo,Se ubica a 13 km. de Ocosingo por la Carr. 199,,"29950",cel. (919) 116 72 06,http://www.inah.gob.mx/es/red-de-museos/239-museo-de-sitio-de-tonina,,museodesitiotonia@hotmail.com,,-92.00418,16.89896,http://sic.gob.mx/ficha.php?table=museo&table_id=938,2020-02-18 03:10:36-06
"07061","07","061",Ocozocoautla de Espinosa,"641",Museo Zoque Regional Javepacuay,Historia,2001-12-28,Gobierno de Chiapas/Ayuntamiento de Ocozocoautla de Espinosa,"7",Chiapas,"61",Ocozocoautla de Espinosa,"1",Ocozocoautla de Espinosa,7ª Poniente,Barrio San Juan,"29140",(968) 688 30 58,,https://www.turismoenchiapas.com/portal/art3428_Museo_Zoque_Regional_Javepacuay.html,"museozoque@gmail.com; museo_zoque@hotmail.com",,-93.38051,16.76103,http://sic.gob.mx/ficha.php?table=museo&table_id=641,2019-10-11 05:41:25-05
"07065","07","065",Palenque,"939",Museo de Sitio de Palenque Alberto Ruz L´Huillier,Arqueología,1994-12-01,Secretaría de Cultura/INAH,"7",Chiapas,"65",Palenque,"1",Palenque,Carr. Ramal Palenque-Zona Arqueológica Km 6.5,,"29960",916 348 34 06,http://www.inah.gob.mx/es/red-de-museos/240-museo-de-sitio-de-palenque-alberto-ruz-l-huillier,,hector_cuevas@inah.com.mx,,-92.04196,17.48837,http://sic.gob.mx/ficha.php?table=museo&table_id=939,2021-05-05 06:38:37-05
"07078","07","078",San Cristóbal de las Casas,"1819",Museo de Bichos e Insectos,Ciencia y tecnología,2011-01-01,Particular,"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Calle 16 de Septiembre núm. 23 ,Centro,"29200",(967) 103 98 57,,,beto.gotcha@hotmail.com,,-92.63883,16.73901,http://sic.gob.mx/ficha.php?table=museo&table_id=1819,2019-08-21 08:58:52-05
"07078","07","078",San Cristóbal de las Casas,"1758",Centro de Textiles del Mundo Maya,Arte,2012-10-31,"Centro de Textiles del Mundo Maya, A.C.","7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Av. 20 de Noviembre s/n,Barrio El Cerrillo,"29220",(967) 631 30 94,http://www.fomentoculturalbanamex.org/ctmm/,,administracion@centrotextilesmayas.org,,-92.63747,16.74164,http://sic.gob.mx/ficha.php?table=museo&table_id=1758,2021-07-01 06:36:38-05
"07078","07","078",San Cristóbal de las Casas,"123",Museo del Café,Especializado,1998-04-01,Coordinadora de Pequeños Productores de Café (COOPCAFE),"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,María Adelina Flores 10,Centro,"29220",(967) 678 78 76,,,cafemuseoadmon@gmail.com,,-92.63592,16.7383,http://sic.gob.mx/ficha.php?table=museo&table_id=123,2021-02-19 07:02:58-06
"07078","07","078",San Cristóbal de las Casas,"41",Museo de Trajes Regionales de Sergio Castro,Antropología,1970-01-01,"Yokchij Sergio Arturo Castro Martínez, A.C.","7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Guadalupe Victoria 38,Barrio de la Merced,"29240",(967) 678 42 89,http://yokchij.org,,sergiocastrosc@gmail.com,,-92.64157,16.73691,http://sic.gob.mx/ficha.php?table=museo&table_id=41,2018-10-11 06:30:01-05
"07078","07","078",San Cristóbal de las Casas,"1482",Museo de Historia y Curiosidades de San Cristóbal,Historia,2010-03-31,Fundación Miguel Muñoz,"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Diego de Mazariegos 43,Barrio de la Merced,"29240",(967) 678 87 28,http://www.nuestras-raices.com/concepto.php,,contacto@miguelmunoz.org,@sancristobal,-92.64125,16.73651,http://sic.gob.mx/ficha.php?table=museo&table_id=1482,2021-02-19 07:14:41-06
"07078","07","078",San Cristóbal de las Casas,"933",Museo de los Altos de Chiapas Ex Convento de Santo Domingo de Guzmán,Arqueología,1988-11-01,Secretaría de Cultura/INAH,"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Lázaro Cárdenas del Río s/n,Barrio del Cerrillo,"29900",967 678 28 06,http://www.inah.gob.mx/es/red-de-museos/270-museo-de-los-altos-de-chiapas-exconvento-santo-domingo-de-guzman,,"raulduron@hotmail.com; mg.lopez@live.com.mx",,-92.63747,16.74187,http://sic.gob.mx/ficha.php?table=museo&table_id=933,2020-12-08 07:49:20-06
"07078","07","078",San Cristóbal de las Casas,"67",Museo de la Medicina Maya,Antropología,1997-12-31,Organización de Médicos Indígenas del Estado de Chiapas (OMIECH),"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Av. Salomón González Blanco 10,Col. Morelos,"29215",(967) 678 54 38,,,omiech@prodigy.net.mx,,-92.63864,16.74984,http://sic.gob.mx/ficha.php?table=museo&table_id=67,2021-01-19 06:50:47-06
"07078","07","078",San Cristóbal de las Casas,"108",Museo del Ámbar de Chiapas,Arte,2000-12-04,"Patronato Pro-Reconstrucción del Ex-Convento de La Merced, A.C.","7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Diego de Mazariegos s/n,Barrio de la Merced,"29240",(967) 678 97 16,http://www.museodelambardechiapas.org.mx/es/home/,,info@museodelambar.org.mx,,-92.6422,16.73576,http://sic.gob.mx/ficha.php?table=museo&table_id=108,2021-01-19 08:16:06-06
"07078","07","078",San Cristóbal de las Casas,"112",Museo Na-Bolom (Casa del Jaguar),Antropología,1950-04-16,Asociación Cultural Na Bolom A.C.,"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Av. Vicente Guerrero 33,Barrio El Cerrillo,"29229",(967) 678 14 18,http://www.nabolom.org/,,redessociales@nabolom.org,,-92.62992,16.74167,http://sic.gob.mx/ficha.php?table=museo&table_id=112,2021-01-19 08:42:20-06
"07078","07","078",San Cristóbal de las Casas,"1097",Museo Mesoamericano del Jade,Arte,2001-10-14,Casa del Jade de México,"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Av. 16 de Septiembre núm. 16,Centro,"29200",(967) 678 11 21,http://www.eljade.com/,,info@eljade.com,,-92.63883,16.73814,http://sic.gob.mx/ficha.php?table=museo&table_id=1097,2021-01-19 08:34:10-06
"07078","07","078",San Cristóbal de las Casas,"1960",Museo de Metalistería. Las formas y los colores del hierro,,1000-01-01,Particular,"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Av. La Jardinería 12,Col. Jardines del Valle,"29286",(967) 678 6631,,,museodemetalisteria@hotmail.com,,-92.64541,16.72103,http://sic.gob.mx/ficha.php?table=museo&table_id=1960,2017-11-28 13:06:27-06
"07078","07","078",San Cristóbal de las Casas,"117",Museo de Culturas Populares de Chiapas,Arte,2000-02-07,Dirección General de Culturas Populares/Secretaría de Cultura,"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Av. Diego de Mazariegos 37,Barrio de La Merced,"29240",(967) 674 72 27,,,museocpch@hotmail.com,,-92.64127,16.7365,http://sic.gob.mx/ficha.php?table=museo&table_id=117,2021-02-19 07:21:08-06
"07078","07","078",San Cristóbal de las Casas,"1541",Kakaw Museo del Cacao y Chocolatería Cultural,Especializado,2010-12-23,,"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Av. 16 de septiembre 16,Centro,"29200",967 631 7995,http://www.kakaw.org/,https://www.facebook.com/museodelkakaw/,visita@kakawmcc@gmail.com,,-92.63905,16.73823,http://sic.gob.mx/ficha.php?table=museo&table_id=1541,2021-06-01 09:10:53-05
"07078","07","078",San Cristóbal de las Casas,"1815",Museo Jtatik Samuel,Antropología,2015-01-27,"Centro Comunitario El Caminante, A.C.","7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Carretera a Chamula km. 1.5,Barrio San Martin,"29244",(967) 112 53 53,,,museo@jtatik.org,,-92.66543,16.75123,http://sic.gob.mx/ficha.php?table=museo&table_id=1815,2019-08-22 07:00:10-05
"07078","07","078",San Cristóbal de las Casas,"2056",Museo San Cristóbal de las Casas,,2016-01-06,Gobierno del Estado/Consejo Estatal para las Culturas y las Artes de Chiapas,"7",Chiapas,"78",San Cristóbal de las Casas,"1",San Cristóbal de las Casas,Diego de Mazariegos s/n,Centro Histórico,"29200", 967 679 36 81 ,,," musacadministrativo@conecultachiapas.gob.mx,",,-92.6375,16.73702,http://sic.gob.mx/ficha.php?table=museo&table_id=2056,2021-04-12 02:17:41-05
"07089","07","089",Tapachula,"941",Museo Arqueológico del Soconusco (Cerrado),Arqueología,1988-02-01,Secretaría de Cultura/INAH,"7",Chiapas,"89",Tapachula,"1",Tapachula de Córdova y Ordóñez,Octava Av. Norte 24,Centro,"30700",(962) 626 41 73,http://www.inah.gob.mx/es/red-de-museos/238-museo-arqueologico-del-soconusco,, museosoconusco@hotmail.com,,-92.26539,14.91022,http://sic.gob.mx/ficha.php?table=museo&table_id=941,2020-02-12 06:46:49-06
"07099","07","099",La Trinitaria,"1961",Parador Museo Santa María,,1000-01-01,,"7",Chiapas,"99",La Trinitaria,"1",La Trinitaria,Km. 22 Carr. La Trinitaria-Lagos de Montebello,Col. El Progreso,"30160",(963) 632 51 16,,,paradorsantamaria@prodigy.net.mx,,-91.87799,16.11547,http://sic.gob.mx/ficha.php?table=museo&table_id=1961,2021-01-19 09:17:33-06
"07099","07","099",La Trinitaria,"1452",Museo Tziscao,Historia,2010-07-20,Parque Natural Ecoturístico Mame de Tziscao S.C. de R.L. de C.V.,"7",Chiapas,"99",La Trinitaria,"1",La Trinitaria,"Carret. La Trinitaria-Palenque Km. 414, ","Lago Tziscao, Ejido Tziscao ","30160","50257802775",https://ecotziscao.com/2020/08/19/museo-cultural/,,ecotziscaochiapas@hotmail.com,,-91.66655,16.08756,http://sic.gob.mx/ficha.php?table=museo&table_id=1452,2021-02-22 03:14:23-06
"07099","07","099",La Trinitaria,"2077",Museo de sitio de la Zona Arqueológica de Lagartero,,1000-01-01,Secretaría de Cultura/INAH,"7",Chiapas,"99",La Trinitaria,"51",Cristóbal Colón (Lagos de Colón),"Cami. a Ejido Cristóbal Colón Km. 11 + 400 (aprox. al ejido), Municipio de La Trinitaria, Chiapas. Acceso al camino desde el Km. 56.7 (aprox.) de la Carr. Panamericana de Comitán-Cd. Cuáuhtemoc.",,,"(961) 612 83 60, 612 28 24",http://www.inah.gob.mx/zonas/18-zona-arqueologica-de-lagartero,,"guillen_12869@hotmail.com; rosa_guillen@inah.gob.mx",,-91.88415,15.82763,http://sic.gob.mx/ficha.php?table=museo&table_id=2077,2019-01-29 07:49:38-06
"07101","07","101",Tuxtla Gutiérrez,"27",Museo de Paleontología Eliseo Palacios Aguilera,Ciencia y tecnología,2002-10-21,Secretaría de Medio Ambiente e Historia Natural/Dirección de Paleontología,"7",Chiapas,"101",Tuxtla Gutiérrez,"1",Tuxtla Gutiérrez,"Calz. de los Hombres Ilustres s/n, Antiguo Parque Madero",Centro,"29000",(961) 600 02 54,,,paleochis@hotmail.com,,-93.10592,16.75932,http://sic.gob.mx/ficha.php?table=museo&table_id=27,2019-08-21 09:07:21-05
"07101","07","101",Tuxtla Gutiérrez,"1147",Museo Chiapas de Ciencia y Tecnología,Ciencia y tecnología,2006-10-22,Consejo de Ciencia y Tecnología del Estado de Chiapas,"7",Chiapas,"101",Tuxtla Gutiérrez,"1",Tuxtla Gutiérrez,Calz. Cerro Hueco 3000,Col. Cerro Hueco,"29094",961 691 23 28,https://icti.chiapas.gob.mx/espacios/museo/,,much@icti.chiapas.gob.mx,,-93.09212,16.72246,http://sic.gob.mx/ficha.php?table=museo&table_id=1147,2021-04-12 02:19:39-05
"07101","07","101",Tuxtla Gutiérrez,"2027",Museo del Niño en Tuxtla Gutiérrez,Ciencia y tecnología,2018-04-09,Gobierno del Estado de Chiapas,"7",Chiapas,"101",Tuxtla Gutiérrez,"1",Tuxtla Gutiérrez,Blvd. Salomón Gonzalez Blanco esq. con Paso limón,Ampliación Las Palmas,"29045",(961) 688 21 11 ,,,informacion@museodelninotgz.org.mx,,-93.08135,16.75624,http://sic.gob.mx/ficha.php?table=museo&table_id=2027,2019-08-22 06:26:05-05
"07101","07","101",Tuxtla Gutiérrez,"1315",Museo de la Marimba,Arte,2006-03-14,Ayuntamiento de Tuxtla Gutiérrez,"7",Chiapas,"101",Tuxtla Gutiérrez,"1",Tuxtla Gutiérrez,Av. Central y 9a. Poniente Norte 123,Centro,"29000",(961) 111 39 80,,,museodelamarimba@outlook.com,,-93.12404,16.75501,http://sic.gob.mx/ficha.php?table=museo&table_id=1315,2019-10-31 07:18:11-06
"07101","07","101",Tuxtla Gutiérrez,"45",Museo del Cocodrilo,Ciencia y tecnología,2004-08-03,Gobierno del Estado de Chiapas/Instituto de Historia Natural y Ecología,"7",Chiapas,"101",Tuxtla Gutiérrez,"1",Tuxtla Gutiérrez,Calz. Cerro Hueco s/n,Col. El Zapotal,"29000","(961) 614 47 01, 614 47 00 ext. 51047",http://www.turismochiapas.gob.mx/sectur/museo-del-cocodrilo,,museococodrilo@yahoo.com.mx,,-93.09654,16.72544,http://sic.gob.mx/ficha.php?table=museo&table_id=45,2021-01-19 08:28:09-06
"07101","07","101",Tuxtla Gutiérrez,"4",Museo Zoológico César Domínguez Flores,Ciencia y tecnología,1942-10-01,Secretaría de Medio Ambiente e Historia Natural/Gobierno de Chiapas,"7",Chiapas,"101",Tuxtla Gutiérrez,"1",Tuxtla Gutiérrez,Calz. Cerro Hueco s/n,Col.  El Zapotal,"29094",(961) 614 47 01,,,museo_zool@hotmail.com,,-93.09453,16.72547,http://sic.gob.mx/ficha.php?table=museo&table_id=4,2019-08-23 04:42:29-05
"07101","07","101",Tuxtla Gutiérrez,"61",Museo Jardín Botánico Faustino Miranda,Ciencia y tecnología,1949-11-20,Secretaría de Medio Ambiente e Historia Natural,"7",Chiapas,"101",Tuxtla Gutiérrez,"1",Tuxtla Gutiérrez,Calz. de los Hombres Ilustres s/n,Fracc. Parque Madero,"29000",(961) 612 36 22 ext. 218 y 219,http://www.turismochiapas.gob.mx/sectur/museo-jardn-botnico-faustino-miranda,,Jardinbotanico@semahn.chiapas.gob.mx,,-93.10779,16.75839,http://sic.gob.mx/ficha.php?table=museo&table_id=61,2021-02-22 03:07:44-06
