museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
396,"Museo de Anatomopatología Veterinaria Manuel H. Sarvide","Ciencia y tecnología","1938-01-01","UNAM/Facultad de Medicina Veterinaria y Zootecnia",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Universidad 3000","Cd. Universitaria","04360","55 5622 5888 ext. 112","http://www.fmvz.unam.mx/fmvz/departamentos/patologia/museo.html","","comunicacion.fmvz@hotmail.com","",-99.17774,19.329,"http://sic.gob.mx/ficha.php?table=museo&table_id=396","2021-03-04 05:40:06-06"
966,"Museo Casa de León Trotsky","Historia","1990-08-21","Instituto del Derecho de Asilo Museo Casa de León Trotsky, A.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Río Churubusco 410","Col. Del Carmen Coyoacán","04100","55 5658 8732","","","museotrotsky@outlook.com","",-99.1593,19.35741,"http://sic.gob.mx/ficha.php?table=museo&table_id=966","2021-05-24 03:24:37-05"
2205,"Pabellón Nacional de la Biodiversidad","Ciencia y tecnología","2021-10-05","UNAM/Instituto de Biología",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Circuito Centro Cultural Universitario","Ciudad Universitaria","04510","","","","","",-99.18582,19.31557,"http://sic.gob.mx/ficha.php?table=museo&table_id=2205","2021-10-06 13:29:35-05"
442,"Museo Diego Rivera-Anahuacalli","Arqueología","1964-09-18","Fideicomiso Museos Diego Rivera y Frida Kahlo",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Museo 150","Col. San Pablo Tepetlapa","04620","55 5617 4310","http://www.museoanahuacalli.org.mx","","actividadesculturales@museoanahuacalli.org.mx","anahuacalli",-99.14408,19.3225,"http://sic.gob.mx/ficha.php?table=museo&table_id=442","2021-03-05 05:35:57-06"
507,"Museo Universitario de Ciencias y Artes (MUCA) ","Arte","1960-02-01","UNAM",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Insurgentes 3000, Cto. Universitario, frente a Rectoría","Cd. Universitaria","04510","(55) 5622 0212","","","muca@unam.mx","",-99.18759,19.33097,"http://sic.gob.mx/ficha.php?table=museo&table_id=507","2019-10-11 07:38:23-05"
976,"Museo Nacional de Culturas Populares","Arte","1982-09-01","Secretaría de Cultura",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Hidalgo 289","Col. Del Carmen","04100","(55) 4155 0920","http://museoculturaspopulares.gob.mx/","","cpmncp@cultura.gob.mx","MNCP_DGCP",-99.16098,19.34988,"http://sic.gob.mx/ficha.php?table=museo&table_id=976","2019-11-20 03:59:52-06"
1820,"Museo Centro Cultural Nacional Pedro Infante ","Historia","2015-03-01","Cuajimalpa/Dirección General de Desarrollo Social/Dirección de Cultura Cívica",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Juárez s/n esq. Veracruz","Centro","05000","(55) 5814 1100 ext. 2212 ","","http://chilpas.com/event/museo-pedro-infante.html","recumex@yahoo.com.mx","",-99.29932,19.35727,"http://sic.gob.mx/ficha.php?table=museo&table_id=1820","2019-10-11 06:49:17-05"
1821,"Museo Miguel Hidalgo","Historia","2000-09-01","Alaldía Cuajimalpa de Morelos/Dirección Ejecutiva de  Promoción Deportiva y Turismo Social",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Juárez s/n esq. Veracruz","Centro","05000","55 7090 4482","","","","",-99.29896,19.35664,"http://sic.gob.mx/ficha.php?table=museo&table_id=1821","2021-03-05 07:29:13-06"
906,"Museo de Sitio del Ex Convento del Desierto de los Leones","Arte","2004-06-01","Alcaldía Cuajimalpa/Dirección General de Desarrollo Social",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Carr. México-Toluca s/n","Col. La Venta","05020","55 5814 1172","","","jojiga2010@hotmail.com","",-99.31043,19.31303,"http://sic.gob.mx/ficha.php?table=museo&table_id=906","2021-03-05 04:40:55-06"
732,"Museo de Figuras de Cera de la Villa","Especializado","1957-12-12","Particular",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. de los Misterios 880","Col. Villa de Guadalupe","07020","(55) 5781 9455","","http://www.chilango.com/ciudad/nota/2012/12/12/el-museo-de-cera-mas-antiguo-del-pais","","",-99.11895,19.48479,"http://sic.gob.mx/ficha.php?table=museo&table_id=732","2018-03-21 11:43:13-06"
728,"Museo de la Basílica de Guadalupe","Arte","1941-10-12","Insigne y Nacional Basílica de Santa María de Guadalupe",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Plaza de las Américas 1","Col. Villa de Guadalupe","07050","55 5577 6022 exts. 175, 189, 137, 206","","http://www.virgendeguadalupe.mx/patrimonio-cultural/museo#pieza-del-mes","museo@basilicadeguadalupe.mx; museo2@basilicadeguadalupe.mx; museobasilica@gmail.com","",-99.11617,19.48482,"http://sic.gob.mx/ficha.php?table=museo&table_id=728","2021-07-27 08:35:51-05"
1706,"El Museo de Historia del Mormonismo en México","Historia","1991-10-01","El Museo de Historia del Mormonismo en México, A.C.",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. 510 núm. 79 ","Col. San Juan de Aragón, 1a. sección","07950","","https://www.saladeprensamormona.org.mx/articulo/museo-del-mormonismo-en-m-xico","https://www.facebook.com/mmmh.mx ","frgmuseo1@gmail.com","",-99.08759,19.4649,"http://sic.gob.mx/ficha.php?table=museo&table_id=1706","2020-04-23 07:18:03-05"
537,"Planetario Luis Enrique Erro","Ciencia y tecnología","1967-01-02","Instituto Politécnico Nacional (IPN)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Wilfrido Massieu s/n","Col. Zacatenco","07738","55 5729 6000 ext. 53925","https://www.ipn.mx/cedicyt/planetario/planetariolee.html","","jjrodriguez@ipn.mx","",-99.13982,19.49687,"http://sic.gob.mx/ficha.php?table=museo&table_id=537","2020-04-21 05:03:16-05"
1285,"Museo de los Ferrocarrileros","Historia","2006-05-01","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Alberto Herrera s/n entre Hidalgo y Aquiles Serdán","Col. Aragón La Villa","07000","55 5118 6407","http://www.cultura.cdmx.gob.mx/recintos/mf","","museodelosferrocarrileros@gmail.com","",-99.11704,19.48142,"http://sic.gob.mx/ficha.php?table=museo&table_id=1285","2020-04-21 06:39:57-05"
908,"Museo de Geología y Paleontología","Ciencia y tecnología","1982-11-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Ticomán 600","Col. San José Ticomán","07340","(55) 5729 6000 ext. 56043","http://www.esiatic.ipn.mx/conocenos/Paginas/Museo.aspx","","frodriguez@ipn.mx ","",-99.13176,19.5085,"http://sic.gob.mx/ficha.php?table=museo&table_id=908","2020-04-21 07:47:08-05"
1535,"Museo de las Culturas Pasión por Iztapalapa","Arte","2012-04-12","Alcaldía Iztapalapa",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ermita 100","Barrio San Pablo","09000","55 5445 1068, 55 5445 1114","","","museoculturas100@gmail.com; muciz100@yahoo.com","@muciz100    ",-99.0877,19.35752,"http://sic.gob.mx/ficha.php?table=museo&table_id=1535","2021-10-27 10:09:01-05"
910,"Museo Fuego Nuevo","Arqueología","1998-01-10","Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Parque Nacional Cerro de la Estrella s/n","Col. Ampl. Veracruzana","09856","55 5686 9443","","","museofuegonuevoiztapalapa@gmail.com","",-99.09101,19.34799,"http://sic.gob.mx/ficha.php?table=museo&table_id=910","2021-03-05 05:48:49-06"
547,"Museo Cabeza de Juárez","Arte","1976-03-21","Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura ",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Guelatao s/n","U.H. Cabeza de Juárez III","09227","55 1531 2152","https://www.facebook.com/Museo-Cabeza-de-Ju%C3%A1rez-1220166298151273","","loreto582010@gmail.com; museos.iztapalapa@gmail.com; comunicacion.culturaiztapalapa@gmail.com","",-99.039,19.38271,"http://sic.gob.mx/ficha.php?table=museo&table_id=547","2021-10-15 09:32:56-05"
971,"Antiguo Convento de San Juan Evangelista sede del Centro Comunitario Culhuacán","Arte","1984-02-01","Secretaría de Cultura/INAH",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Morelos 10","Col. Culhuacán","09800","55 4166-0780 al 554166-0784 exts. 413506, 413507, 413512","http://www.inah.gob.mx/es/red-de-museos/289-antiguo-convento-de-san-juan-evangelista-sede-del-centro-comunitario-culhuacan","https://exconventodeculhuacan.inah.gob.mx/","mhernandez.ccc@inah.gob.mx","",-99.10839,19.33997,"http://sic.gob.mx/ficha.php?table=museo&table_id=971","2020-04-18 14:57:34-05"
531,"Museo Comunitario de San Miguel Teotongo","Arqueología","1994-10-31","Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Amillita s/n entre Curro Rivera y Américas","Col. San Miguel Teotongo","09630","55 5445 1191","","","mimuseo.smt@gmail.com ","",-98.98766,19.34358,"http://sic.gob.mx/ficha.php?table=museo&table_id=531","2021-10-26 10:03:41-05"
535,"Museo Regional Altepepialcalli","TND","1996-05-04","Alcaldía Milpa Alta",9,"Ciudad de México",9,"Milpa Alta",1,"Villa Milpa Alta","Av. Yucatán Nte. s/n","Col. Villa Milpa Alta","12000","55 5862 3150 ext. 1505","","","museoaltepepialcalli@gmail.com","",-99.02159,19.19214,"http://sic.gob.mx/ficha.php?table=museo&table_id=535","2021-03-08 04:48:14-06"
1578,"Museo Interactivo de la Policía Federal","Especializado","2012-02-17","Secretaría de Gobernación (SEGOB)/Comisionado Nacional de Seguridad",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Constituyentes 947","Col. Belén de las Flores","01110","(55) 1103 6000 exts. 29284, 29294, 29301","http://www.cns.gob.mx/portalWebApp/wlp.c?__c=1e4c6","","museointeractivopf@cns.gob.mx","museopf",-99.22132,19.39472,"http://sic.gob.mx/ficha.php?table=museo&table_id=1578","2020-06-11 10:50:47-05"
963,"Museo de El Carmen","Arte","1929-10-01","Secretaría de Cultura/INAH",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 4 y 6","Col. San Ángel","01000","55 5616 1177","https://elcarmen.inah.gob.mx/","https://www.facebook.com/MuseoDeElCarmen/","alfredo_marin@inah.gob.mx; elcarmendireccion@gmail.com; elcarmendifusion@gmail.com","museodelcarmen",-99.18988,19.34479,"http://sic.gob.mx/ficha.php?table=museo&table_id=963","2020-04-22 14:54:33-05"
805,"Museo Casa Estudio Diego Rivera y Frida Kahlo","Arte","1986-12-08","Secretaría de Cultura/INBA",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Altavista esq. Diego Rivera","Col. San Ángel Inn","01060","(55) 8647 5470","https://estudiodiegorivera.inba.gob.mx/","","medr.coordinacionacademica@inba.gob.mx","museoestudioDR",-99.19733,19.34956,"http://sic.gob.mx/ficha.php?table=museo&table_id=805","2020-04-22 14:52:11-05"
794,"Museo de Arte Alvar y Carmen T. de Carrillo Gil","Arte","1974-08-30","Secretaría de Cultura/INBA",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1608 esq. Altavista","Col. San Ángel","01000","55 8647 5450","http://www.museodeartecarrillogil.com","","macg.socialmedia@inba.gob.mx","Carrillo_Gil",-99.19033,19.34926,"http://sic.gob.mx/ficha.php?table=museo&table_id=794","2021-03-04 05:40:56-06"
730,"Museo Soumaya, Plaza Loreto","Arte","1994-08-12","Fundación Carlos Slim, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Altamirano 46 entre Revolución y Río Magdalena","Col. Tizapán San Ángel","01090","55 5616 3731","http://www.soumaya.com.mx/","","museo@soumaya.org.mx","",-99.19256,19.33933,"http://sic.gob.mx/ficha.php?table=museo&table_id=730","2020-07-01 05:17:26-05"
855,"Centro Cultural Isidro Fabela-Museo Casa del Risco","Arte","1958-10-08","Fideicomiso Isidro Fabela/Banco de México/Gobierno del Estado de México",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Plaza de San Jacinto 5 y 15","Col. San Ángel","01000","55 5616 2711","https://www.museocasadelrisco.org.mx/","","comunicacion@isidrofabela.org.mx","",-99.19225,19.34504,"http://sic.gob.mx/ficha.php?table=museo&table_id=855","2021-07-27 08:18:29-05"
1045,"Museo Tomás Medina Villarruel","Arqueología","1980-01-01","Alcaldía  Tláhuac",9,"Ciudad de México",11,"Tláhuac",1,"Tláhuac","Av. Sur del Comercio s/n","Pueblo de San Juan Ixtayopan","13500","55  5862 3250 exts. 1315, 1316","http://www.tlahuac.cdmx.gob.mx/museo-tomas-medina-villaruel/","","","",-98.99513,19.23645,"http://sic.gob.mx/ficha.php?table=museo&table_id=1045","2021-03-08 04:21:12-06"
738,"Museo Regional Comunitario Cuitláhuac","Arqueología","2002-08-03","Alianza de los Barrios Tizic, Tecpancalco, Atenchincalca y Teopancalco, A. C.",9,"Ciudad de México",11,"Tláhuac",1,"Tláhuac","Calz. Tláhuac-Chalco 63","Barrio La Magdalena","13070","55 5842 5355","","https://mxcity.mx/2019/04/el-museo-regional-comunitario-cuitlahuac-la-cultura-e-historia-de-tlahuac/","jgomuseocuitlahuac@gmail.com","",-99.00473,19.2677,"http://sic.gob.mx/ficha.php?table=museo&table_id=738","2021-06-28 07:01:24-05"
1078,"Museo Andrés Quintana Roo","Arqueología","1992-01-01","Alcaldía Tláhuac",9,"Ciudad de México",11,"Tláhuac",1,"Tláhuac","Av. Independencia s/n","Col. San Andrés Míxquic","13630","55 2594 6800","","http://www.tlahuac.cdmx.gob.mx/museo-andres-quintana-roo/","benito_tmtz@outlook.com","",-98.96455,19.22528,"http://sic.gob.mx/ficha.php?table=museo&table_id=1078","2021-10-28 12:38:20-05"
1811,"Museo del Heroico Colegio Militar","Historia","2016-04-06","Secretaría de la Defensa Nacional (SEDENA)",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Carr. México-Cuernavaca km. 22","Col. San Pedro Mártir","14640","55 5676 5044 exts. 317, 318","","","","",-99.15019,19.25456,"http://sic.gob.mx/ficha.php?table=museo&table_id=1811","2021-06-02 04:32:53-05"
1547,"Museo de la Casa de Cultura de la UAEMéx ","Historia","1984-03-03","Universidad Autónoma del Estado de México",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Av. Triunfo de la Libertad 9 Bis","Col. Tlalpan","14000","(55) 5513 5802","","https://es-la.facebook.com/CCTUAEMex","ctlalpan.uaemex@gmail.com","",-99.16814,19.28634,"http://sic.gob.mx/ficha.php?table=museo&table_id=1547","2019-04-22 06:11:11-05"
1991,"Museo Casa Estudio Federico & Elsa","Arte","2013-10-15","Fideicomiso Museo Casa Estudio F. Cantú F. & Elsa E. de Cantú",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","5 de Mayo 44","Col. Isla de los Sacrificios","14000","55 5573 2228","https://casamuseofedericoyelsa.blogspot.mx","","cantuart@hotmail.com","",-99.1742,19.28589,"http://sic.gob.mx/ficha.php?table=museo&table_id=1991","2020-04-21 05:21:47-05"
721,"Museo de Sitio de Cuicuilco","Arqueología","1970-01-01","Secretaría de Cultura/INAH",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Periférico Sur e Insurgentes s/n","Col. Isidro Fabela","14030","55 5606 9758","http://www.inah.gob.mx/es/red-de-museos/290-museo-de-sitio-de-cuicuilco","","cuicuilcozonaarqueologica@yahoo.com.mx, zacuicuilco_inah@inah.gob.mx","",-99.18175,19.30076,"http://sic.gob.mx/ficha.php?table=museo&table_id=721","2020-04-23 08:53:30-05"
1627,"Museo del Tiempo","Ciencia y tecnología","2009-01-01","Museo del Tiempo Tlalpan, A.C.",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Plaza de la Constitución 7","Centro de Tlalpan","14000","55 5513 2175","http://museodeltiempo.com.mx","","museodeltiempo@gmail.com","",-99.16753,19.28835,"http://sic.gob.mx/ficha.php?table=museo&table_id=1627","2020-03-13 02:59:23-06"
917,"Museo Arqueológico de Xochimilco","Arqueología","1985-11-21","Alcaldía  Xochimilco",9,"Ciudad de México",13,"Xochimilco",1,"Xochimilco","Av. Tenochtitlan s/n","La Planta Santa Cruz Acalpixca","16500","55 2157 1757","","http://cdmxtravel.com/es/lugares/museo-arqueologico-de-xochimilco.html","comsoc@xochimilco.df.gob.mx","arqueologico.xochimilco",-99.07917,19.24707,"http://sic.gob.mx/ficha.php?table=museo&table_id=917","2021-03-18 09:06:12-06"
916,"Museo Dolores Olmedo","Arte","1994-09-17","Fideicomiso Museo Dolores Olmedo Patiño",9,"Ciudad de México",13,"Xochimilco",1,"Xochimilco","Av. México 5843","Col. La Noria","16030","(55) 5555 1221, 5555 1016","http://www.elolmedo.mx ","","difusion@mdop.org.mx","elolmedo_mx",-99.12606,19.26569,"http://sic.gob.mx/ficha.php?table=museo&table_id=916","2020-01-15 08:28:34-06"
2156,"Museo de Sitio de la Zona Arqueológica de Mixcoac","","1000-01-01","Secretaría de Cultura/INAH",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Pirámide 7","San Pedro de los Pinos","03800","55 606 9758","https://www.inah.gob.mx/boletines/8411-abre-inah-la-zona-arqueologica-de-mixcoac-una-ventana-al-pasado-de-la-cdmx","","","",-99.18986,19.38631,"http://sic.gob.mx/ficha.php?table=museo&table_id=2156","2019-09-10 09:13:03-05"
1905,"Museo del Metro","Arqueología","2017-01-28","Sistema de Transporte Colectivo Metro",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Revolución esq. Extremadura","Col. Insurgentes Mixcoac","03920","55 5627 4549","https://www.metro.cdmx.gob.mx/museo-del-metro","","cultura.metro.cdmx@gmail.com","",-99.18728,19.37611,"http://sic.gob.mx/ficha.php?table=museo&table_id=1905","2021-03-05 05:12:09-06"
1653,"Museo de Arte en Azúcar México","Arte","2012-04-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Cuauhtémoc 950","Col. Narvarte","03020","(55) 5523 8434","","https://www.facebook.com/InstitutoDelArteMexicanoDelAzucar","artemexicanodelazucar@hotmail.com","",-99.15733,19.38436,"http://sic.gob.mx/ficha.php?table=museo&table_id=1653","2019-07-30 06:47:04-05"
532,"Museo Polyforum Siqueiros (Cerrado por remodelación)","Arte","1971-12-15","Polyforum Siqueiros, A.C.",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Insurgentes Sur 701","Col. Nápoles","03810","(55) 5536 4520 al 24 ext. 117","http://www.polyforumsiqueiros.com","","info@polyforumsiqueiros.com.mx","Polyforum",-99.17332,19.393,"http://sic.gob.mx/ficha.php?table=museo&table_id=532","2020-02-11 05:55:07-06"
1776,"Planetario Joaquín Gallo","Ciencia y tecnología","1000-01-01","Sociedad Astronómica de México (SAM)",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. División del Norte s/n esquina Miguel Laurent. Parque Francisco Villa (Parque de los Venados)","Col. Santa Cruz Atoyac","03310","","","","info@sam.org.mx","",-99.15724,19.37362,"http://sic.gob.mx/ficha.php?table=museo&table_id=1776","2019-11-20 05:33:21-06"
2161,"Museo Estelar","","2019-11-01","",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Santa Margarita 519","Col. Insurgentes San Borja","03100","","https://museoestelar.com/","","contacto@museoestelar.com","",-99.17578,19.38186,"http://sic.gob.mx/ficha.php?table=museo&table_id=2161","2019-10-31 07:10:38-06"
1245,"Fundación María y Héctor García","Arte","2008-10-28","Fundación María y Héctor García",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Cumbres de Maltrata 581","Col. 2da. del Periodista","03620","55 5532 6270","https://www.fundacionmariayhectorgarcia.com/","","fundacion.hg@gmail.com","",-99.14471,19.38265,"http://sic.gob.mx/ficha.php?table=museo&table_id=1245","2021-03-04 04:06:25-06"
1335,"Casa Museo Benita Galeana","Historia","2000-06-08","Alcaldía  Benito Juárez",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Cda. Zutano 11","Col. Segunda del Periodista","03620","55 5609 1687","","","museo_benita@hotmail.com","",-99.14548,19.38281,"http://sic.gob.mx/ficha.php?table=museo&table_id=1335","2021-03-04 04:05:51-06"
1550,"Museo de Tecpan (Cerrado por remodelación)","Historia","1960-01-01","Secretaría de Cultura/INAH",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Reforma Norte 630","U.H. Tlatelolco, 3ra. sección","06300","55 5782 2240","","","za.tlatelolco@inah.gob.mx","",-99.13421,19.44997,"http://sic.gob.mx/ficha.php?table=museo&table_id=1550","2021-03-05 04:58:31-06"
716,"Museo Nacional de Arquitectura","Arte","1984-01-26","Secretaría de Cultura/INBA/Dirección de Arquitectura y Conservación del Patrimonio Artístico Inmueble",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juárez 1","Centro Histórico","06050","55 8647 5360 ext. 6311, 6312","https://munarq.inba.gob.mx/","","difusiondacpai@inba.gob.mx","",-99.14129,19.43538,"http://sic.gob.mx/ficha.php?table=museo&table_id=716","2021-03-05 09:42:40-06"
972,"Museo del Ejército y Fuerza Aérea Mexicanos de Bethlemitas (Cerrado Temporalmente)","Historia","1991-09-15","Secretaría de la Defensa Nacional (SEDENA)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Filomeno Mata 6","Centro","06060","(55) 5512 3215","","http://www.gob.mx/sedena/acciones-y-programas/atencion-al-publico-del-ejercito-y-fuerza-aerea-mexicanos-capilla-del-ex-convento-de-bethlemitas","bethlemitas14@gmail.com","",-99.13895,19.43558,"http://sic.gob.mx/ficha.php?table=museo&table_id=972","2020-04-28 08:44:38-05"
968,"Museo de Arte de la SHCP. Antiguo Palacio del Arzobispado","Arte","1994-11-01","Secretaría de Hacienda y Crédito Público (SHCP)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Moneda 4","Centro Histórico","06010","(55) 3688 1248","","","rafael_perez@hacienda.gob.mx; blanca_tovar@hacienda.gob.mx","culturaSHCP",-99.13135,19.43366,"http://sic.gob.mx/ficha.php?table=museo&table_id=968","2020-05-11 16:39:52-05"
2202,"Museo Banco de México ","","2021-09-27","Banco de México ",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. 5 de Mayo, núm. 2","Centro Histórico","06000","55 5237 2000","https://museobancodemexico.mx/",""," contacto.museo@banxico.org.mx","MuseoBdM ",-99.14041,19.43491,"http://sic.gob.mx/ficha.php?table=museo&table_id=2202","2021-09-30 06:01:21-05"
1560,"Museo Indígena, Antigua Aduana de Peralvillo","Antropología","2012-08-08","Instituto Nacional de los Pueblos Indígenas (INPI)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Paseo de la Reforma Nte. 707","Col. Morelos","06200","(55) 5529 4699","http://www.inpi.gob.mx/museoindigena/","","rlopezb@inpi.gob.mx","MiMuseoIndigena",-99.13144,19.45162,"http://sic.gob.mx/ficha.php?table=museo&table_id=1560","2021-09-03 04:06:45-05"
459,"Museo José Luis Cuevas","Arte","1992-07-08","Fundación Maestro José Luis Cuevas Novelo, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Academia 13","Centro Histórico","06060","55 5542 8959","http://www.museojoseluiscuevas.com.mx/inicio.html","","bccuevas@museojoseluiscuevas.com.mx; fundacionjlcuevas@museojoseluiscuevas.com.mx","MuseoCuevas",-99.12912,19.43363,"http://sic.gob.mx/ficha.php?table=museo&table_id=459","2021-03-05 06:17:53-06"
689,"Museo Postal","Historia","1920-02-25","SEPOMEX/Secretaría de Comunicaciones y Transportes",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tacuba 1, piso 2","Centro Histórico","06000","55  5510 2999","","","","",-99.14024,19.43573,"http://sic.gob.mx/ficha.php?table=museo&table_id=689","2021-05-17 08:12:19-05"
344,"Museo Experimental El Eco","Arte","2005-09-07","UNAM/Dirección General de Artes Visuales",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Sullivan 43","Col. San Rafael","06470","55 5535 5186","http://www.eleco.unam.mx","","contacto@eleco.unam.mx","museo_el_eco",-99.16126,19.43339,"http://sic.gob.mx/ficha.php?table=museo&table_id=344","2020-04-22 03:53:28-05"
710,"Museo Ramón López Velarde","Historia","1991-11-28","Fundación Casa del Poeta, I.A.P.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Álvaro Obregón 73","Col. Roma","06700","55 5533 5456","www.casadelpoeta.iap.org.mx","https://www.facebook.com/casadelpoetaiap","casadelpoeta@prodigy.net.mx","@casadelpoetarlv",-99.15824,19.41883,"http://sic.gob.mx/ficha.php?table=museo&table_id=710","2020-05-04 09:48:13-05"
1538,"Museo Casa de la Memoria Indómita","Historia","2012-06-14","Comité ¡Eureka!/",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Regina 66","Centro","06000","55 5709 1512 ","https://museocasadelamemoriaindomita.mx/","https://es-la.facebook.com/pages/category/Cause/Museo-Casa-de-la-Memoria-Indomita-386806111517120/","comunicacion@museocasadelamemoriaindomita.com","",-99.13481,19.42769,"http://sic.gob.mx/ficha.php?table=museo&table_id=1538","2021-08-02 03:32:22-05"
1516,"Museo de las Constituciones","Historia","2011-08-10","UNAM/Coordinación de Humanidades",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle Del Carmen s/n esq. San Ildefonso","Centro Histórico","06010","(55) 5702 6956","http://www.museodelasconstituciones.unam.mx/","","museoconstituciones@gmail.com","",-99.12912,19.43649,"http://sic.gob.mx/ficha.php?table=museo&table_id=1516","2020-06-30 06:39:00-05"
403,"Museo de la Luz","Ciencia y tecnología","1996-11-18","UNAM/Dirección General de Divulgación de la Ciencia",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","San Ildefonso 43","Centro Histórico","06020","55 5702 4129, 55 5702 3195 ext. 101 y 102","http://www.luz.unam.mx","","museoluz@unam.mx","MuseodelaLuz",-99.13002,19.43627,"http://sic.gob.mx/ficha.php?table=museo&table_id=403","2020-06-30 07:41:45-05"
1435,"Museo de la Mujer","Historia","2011-03-08","Federación Mexicana de Universitarias, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","República de Bolivia 17 ","Centro ","06020","55 5795 9425","http://www.museodelamujer.org.mx","","contacto@museodelamujer.org.mx","museodelamujer",-99.13269,19.43943,"http://sic.gob.mx/ficha.php?table=museo&table_id=1435","2021-03-09 06:42:43-06"
